DATETIME,1_FierzaStorage,2_KomanStorage,3_VDejesStorage
2024-01-08 23:00:00,250.8096618652344,107.49844360351562,19.39075088500977
2024-01-09 00:00:00,251.2567901611328,107.48281860351562,19.82082748413086
2024-01-09 01:00:00,250.0673675537109,106.0731964111328,18.375333786010746
2024-01-09 02:00:00,250.39895629882807,104.9227294921875,18.43919563293457
2024-01-09 03:00:00,250.85792541503903,104.21134185791016,18.42322158813477
2024-01-09 04:00:00,250.9341583251953,103.69608306884766,18.34317970275879
2024-01-09 05:00:00,251.20640563964844,102.1906967163086,17.925310134887695
2024-01-09 06:00:00,251.54605102539065,100.8135986328125,17.598602294921875
2024-01-09 07:00:00,252.1749267578125,99.7427749633789,17.58716583251953
2024-01-09 08:00:00,252.5870056152344,99.3314208984375,17.97431182861328
2024-01-09 09:00:00,252.07485961914065,97.07705688476562,17.027963638305664
2024-01-09 10:00:00,251.8896331787109,96.00333404541016,16.96639060974121
2024-01-09 11:00:00,251.87306213378903,95.7770767211914,16.842153549194336
2024-01-09 12:00:00,251.4132537841797,95.13502502441406,16.637582778930664
2024-01-09 13:00:00,251.04034423828125,93.8625030517578,16.164386749267578
2024-01-09 14:00:00,250.98773193359372,93.15865325927734,15.78512954711914
2024-01-09 15:00:00,251.18023681640625,92.18914794921876,15.67368221282959
2024-01-09 16:00:00,251.1850128173828,91.75344848632812,16.017492294311523
2024-01-09 17:00:00,253.17919921875,88.65834045410156,16.67133903503418
2024-01-09 18:00:00,253.13555908203125,87.38400268554688,16.547927856445312
2024-01-09 19:00:00,253.08920288085935,86.74968719482422,16.369747161865234
2024-01-09 20:00:00,252.8598480224609,86.20462036132812,16.154586791992188
2024-01-09 21:00:00,252.93348693847656,85.61870574951172,15.670494079589844
2024-01-09 22:00:00,253.027099609375,84.87226104736328,15.312787055969238
2024-01-09 23:00:00,253.32281494140625,84.13672637939453,15.196645736694336
2024-01-10 00:00:00,253.59719848632807,83.04976654052734,15.516768455505373
2024-01-10 01:00:00,254.30413818359372,83.57380676269531,16.33447265625
2024-01-10 02:00:00,253.64096069335935,81.77970123291016,16.267288208007812
2024-01-10 03:00:00,253.38299560546875,80.67017364501953,16.157299041748047
2024-01-10 04:00:00,252.55792236328125,80.11024475097656,15.9916410446167
2024-01-10 05:00:00,252.0428466796875,79.46312713623047,15.541431427001951
2024-01-10 06:00:00,252.1734771728516,78.968017578125,15.1807222366333
2024-01-10 07:00:00,252.27078247070312,78.18346405029297,15.086014747619627
2024-01-10 08:00:00,252.49652099609372,76.88037109375,15.41758155822754
2024-01-10 09:00:00,252.05810546875,78.25711822509766,16.40049171447754
2024-01-10 10:00:00,251.3717803955078,76.73823547363281,16.324363708496094
2024-01-10 11:00:00,250.67657470703125,75.81802368164062,16.209407806396484
2024-01-10 12:00:00,249.31411743164065,75.2755126953125,16.03588104248047
2024-01-10 13:00:00,248.72418212890625,74.75360107421875,15.589984893798828
2024-01-10 14:00:00,248.62322998046875,74.61819458007812,15.226643562316896
2024-01-10 15:00:00,248.7389678955078,74.21549987792969,15.137872695922852
2024-01-10 16:00:00,248.66156005859372,73.31318664550781,15.488614082336426
2024-01-10 17:00:00,250.0530548095703,73.0905990600586,17.881580352783203
2024-01-10 18:00:00,249.51397705078125,73.1998519897461,17.74125862121582
2024-01-10 19:00:00,249.0400848388672,73.58732604980469,17.54461669921875
2024-01-10 20:00:00,248.43968200683597,73.61898803710938,17.285036087036133
2024-01-10 21:00:00,248.0275115966797,73.25618743896484,16.741527557373047
2024-01-10 22:00:00,248.14894104003903,72.57568359375,16.301687240600586
2024-01-10 23:00:00,248.714111328125,72.37920379638672,16.154769897460938
2024-01-11 00:00:00,249.2196502685547,71.55452728271484,16.47760772705078
2024-01-11 01:00:00,247.50912475585935,71.61762237548828,18.43243980407715
2024-01-11 02:00:00,247.06114196777344,71.4371337890625,18.351882934570312
2024-01-11 03:00:00,246.64788818359372,71.77467346191406,18.25660896301269
2024-01-11 04:00:00,246.1265411376953,71.5518569946289,18.017627716064453
2024-01-11 05:00:00,245.89913940429688,71.14973449707031,17.54585838317871
2024-01-11 06:00:00,245.8956298828125,70.76021575927734,17.14885902404785
2024-01-11 07:00:00,246.35617065429688,70.54774475097656,17.043272018432617
2024-01-11 08:00:00,246.2559356689453,69.72083282470703,17.36180877685547
2024-01-11 09:00:00,244.9205017089844,69.73600769042969,18.59991836547852
2024-01-11 10:00:00,243.93618774414065,69.06654357910156,18.405712127685547
2024-01-11 11:00:00,242.6139678955078,69.50421905517578,18.277507781982425
2024-01-11 12:00:00,241.60716247558597,69.38640594482422,18.009334564208984
2024-01-11 13:00:00,240.6596527099609,68.75235748291016,17.517057418823242
2024-01-11 14:00:00,240.56919860839844,68.46492767333984,17.139190673828125
2024-01-11 15:00:00,241.11544799804688,68.43508911132812,17.062986373901367
2024-01-11 16:00:00,240.7918701171875,67.98193359375,17.436935424804688
2024-01-11 17:00:00,242.51296997070312,67.22403717041016,16.06340789794922
2024-01-11 18:00:00,241.8197784423828,67.67166900634766,15.0424165725708
2024-01-11 19:00:00,241.16136169433597,68.2796630859375,14.066102027893066
2024-01-11 20:00:00,241.17076110839844,68.43428039550781,13.268402099609377
2024-01-11 21:00:00,240.8111572265625,68.06355285644531,12.921854972839355
2024-01-11 22:00:00,241.0472717285156,67.6197509765625,12.873760223388672
2024-01-11 23:00:00,242.21604919433597,67.2185287475586,12.853540420532228
2024-01-12 00:00:00,242.1030731201172,66.38471221923828,12.832404136657717
2024-01-12 01:00:00,242.0580596923828,65.76797485351562,11.52608585357666
2024-01-12 02:00:00,241.9427947998047,64.66923522949219,11.401847839355469
2024-01-12 03:00:00,241.0357208251953,64.4183120727539,11.309732437133787
2024-01-12 04:00:00,240.3398895263672,64.00563049316406,11.282854080200195
2024-01-12 05:00:00,240.008056640625,63.16444396972656,11.280043601989746
2024-01-12 06:00:00,239.7985992431641,62.7327766418457,11.31993579864502
2024-01-12 07:00:00,240.3573760986328,62.30879592895508,11.413480758666992
2024-01-12 08:00:00,240.1372833251953,61.755126953125,11.586438179016112
2024-01-12 09:00:00,235.8335876464844,62.25300216674805,11.80284023284912
2024-01-12 10:00:00,235.18551635742188,61.697025299072266,11.596832275390623
2024-01-12 11:00:00,233.71282958984372,61.73935317993164,11.47244358062744
2024-01-12 12:00:00,233.07443237304688,61.881004333496094,11.419668197631836
2024-01-12 13:00:00,232.81280517578125,61.8165168762207,11.387109756469728
2024-01-12 14:00:00,232.8935089111328,61.87171936035156,11.430916786193848
2024-01-12 15:00:00,233.88255310058597,61.2918815612793,11.552382469177246
2024-01-12 16:00:00,234.01296997070312,60.25929260253906,11.74724578857422
2024-01-12 17:00:00,235.4781494140625,58.84171676635742,14.071928977966309
2024-01-12 18:00:00,235.56008911132807,58.10108184814453,12.675240516662598
2024-01-12 19:00:00,234.71507263183597,58.196998596191406,11.213712692260742
2024-01-12 20:00:00,234.9230194091797,58.701934814453125,10.11473560333252
2024-01-12 21:00:00,234.9696807861328,58.72054672241211,9.628636360168455
2024-01-12 22:00:00,235.69386291503903,58.578861236572266,9.787381172180176
2024-01-12 23:00:00,236.9775390625,58.13010025024414,10.006808280944824
2024-01-13 00:00:00,237.5325469970703,57.21341323852539,9.999550819396973
2024-01-13 01:00:00,235.5894775390625,55.83335113525391,9.811902046203612
2024-01-13 02:00:00,235.15103149414065,54.89362335205078,9.849820137023926
2024-01-13 03:00:00,233.9336395263672,54.9305534362793,9.887533187866213
2024-01-13 04:00:00,233.5056304931641,54.83675384521485,10.022327423095703
2024-01-13 05:00:00,233.1982421875,53.942657470703125,10.191062927246094
2024-01-13 06:00:00,233.5544891357422,53.44119644165039,10.380536079406738
2024-01-13 07:00:00,234.50045776367188,53.2900505065918,10.487645149230955
2024-01-13 08:00:00,234.34591674804688,52.92516708374024,10.51156234741211
2024-01-13 09:00:00,231.6470642089844,52.97166442871094,9.840590476989746
2024-01-13 10:00:00,231.1564483642578,51.85996627807617,9.891538619995115
2024-01-13 11:00:00,229.25482177734372,51.85050582885742,9.91576099395752
2024-01-13 12:00:00,228.25845336914065,51.79816055297852,9.94749355316162
2024-01-13 13:00:00,227.43743896484372,51.41985702514648,9.999961853027344
2024-01-13 14:00:00,227.8502197265625,51.52783584594727,10.097357749938965
2024-01-13 15:00:00,229.33392333984372,51.4546127319336,10.193934440612791
2024-01-13 16:00:00,229.37779235839844,51.04559326171875,10.278488159179688
2024-01-13 17:00:00,227.9975433349609,50.229740142822266,19.50052070617676
2024-01-13 18:00:00,227.28057861328125,49.97861099243164,17.225204467773438
2024-01-13 19:00:00,225.3551177978516,50.47130584716797,14.37057399749756
2024-01-13 20:00:00,225.1831970214844,50.60611724853516,11.838022232055664
2024-01-13 21:00:00,224.69976806640625,50.4228630065918,9.2863130569458
2024-01-13 22:00:00,225.33203125,50.28341674804688,6.594689846038818
2024-01-13 23:00:00,226.59732055664065,49.9697265625,3.240260601043701
2024-01-14 00:00:00,226.66363525390625,49.20745086669922,-0.104506067931652
2024-01-14 01:00:00,226.0680389404297,49.41366195678711,5.550471782684326
2024-01-14 02:00:00,225.4961853027344,47.99420928955078,6.2541117668151855
2024-01-14 03:00:00,223.52496337890625,47.90804290771485,6.813304424285889
2024-01-14 04:00:00,222.7624969482422,47.805294036865234,7.007869243621826
2024-01-14 05:00:00,221.9577789306641,47.363548278808594,7.095065593719482
2024-01-14 06:00:00,222.2313690185547,47.13608551025391,7.311286449432373
2024-01-14 07:00:00,223.2569274902344,46.875972747802734,7.644570827484131
2024-01-14 08:00:00,222.28721618652344,46.2420654296875,7.662351131439209
2024-01-14 09:00:00,212.7661895751953,45.838138580322266,9.11451816558838
2024-01-14 10:00:00,212.82748413085935,45.272560119628906,9.21983814239502
2024-01-14 11:00:00,211.3318634033203,45.88520050048828,9.30080509185791
2024-01-14 12:00:00,212.14373779296875,46.37266540527344,9.28751277923584
2024-01-14 13:00:00,212.40435791015625,46.26924133300781,9.30431079864502
2024-01-14 14:00:00,213.1372985839844,46.03020095825195,9.377697944641112
2024-01-14 15:00:00,215.4141845703125,45.82303237915039,9.551569938659668
2024-01-14 16:00:00,215.9164276123047,45.27544784545898,9.640969276428224
